"SR_NUM_1","SR_NUM_2","SITE_NAME_COMPARISON_SCORE","STATE_COMPARISON_SCORE","CITY_COMPARISON_SCORE","POSTAL_CODE_COMPARISON_SCORE","CONCAT_ADDRESS_COMPARISON_SCORE","NUM_OF_MATCHES_FOUND"
32566,2809,0,1,1,0,3,5
32587,2809,0,1,1,1,3,6
33790,2809,0,1,1,0,3,5
8395,2911,1,1,1,1,0,4
10955,2911,1,1,1,1,0,4
17148,2911,0,1,1,0,3,5
19436,2911,0,1,1,0,3,5
21981,2911,0,1,1,0,3,5
25862,2911,0,1,1,0,3,5
29710,2911,0,1,1,0,3,5
30344,2911,0,1,1,0,3,5
30764,2911,1,1,1,1,0,4
31839,2911,0,1,1,0,3,5
26008,2912,0,0,1,1,3,5
8360,2913,0,1,1,1,3,6
8982,2913,1,0,1,1,3,6
9075,2913,0,1,1,1,3,6
9600,2913,0,1,1,1,3,6
10107,2913,0,1,1,1,3,6
10225,2913,0,1,1,1,3,6
11280,2913,1,1,1,1,3,7
11972,2913,0,1,1,1,3,6
11973,2913,1,1,1,1,3,7
12939,2913,0,1,1,0,3,5
15861,2913,1,1,1,1,3,7
16753,2913,0,1,1,0,3,5
21088,2913,0,1,0,1,3,5
22273,2913,0,1,1,1,3,6
23556,2913,0,0,1,0,3,4
25009,2913,0,0,1,0,3,4
25084,2913,0,1,1,0,3,5
26331,2913,0,1,1,0,3,5
26906,2913,0,1,1,0,3,5
27665,2913,0,1,1,0,3,5
27707,2913,0,1,1,0,3,5
27814,2913,0,1,1,0,3,5
28941,2913,1,1,1,0,3,6
29366,2913,0,1,1,1,3,6
30890,2913,0,1,1,0,3,5
31638,2913,0,1,1,0,3,5
33923,2913,0,1,1,1,3,6
35053,2913,0,1,1,0,3,5
17156,3399,0,0,0,1,3,4
19436,3399,0,0,0,1,3,4
21981,3399,0,0,0,1,3,4
23412,3399,0,0,0,1,3,4
23590,3399,0,0,0,1,3,4
25433,3399,0,0,0,1,3,4
25862,3399,0,0,0,1,3,4
26904,3399,0,0,0,1,3,4
29391,3399,0,0,0,1,3,4
29404,3399,0,0,0,1,3,4
29710,3399,0,0,0,1,3,4
30344,3399,0,0,0,1,3,4
31839,3399,0,0,0,1,3,4
4216,3665,0,1,1,1,3,6
4889,3831,1,1,1,1,3,7
4949,4007,1,1,1,1,3,7
5588,4007,1,1,1,1,0,4
6120,4007,1,1,1,1,0,4
10044,4007,1,1,1,1,0,4
4950,4008,1,1,1,1,3,7
7810,4008,1,1,1,1,3,7
7147,4178,1,1,1,1,0,4
7719,4178,1,1,1,1,3,7
8539,4178,1,1,1,1,0,4
23196,4178,0,0,0,1,3,4
25046,4178,0,0,0,1,3,4
25350,4178,0,0,0,1,3,4
27668,4178,0,0,0,1,3,4
27703,4178,0,0,0,1,3,4
28631,4178,0,0,0,1,3,4
30079,4178,0,0,0,1,3,4
30753,4178,0,0,0,1,3,4
32087,4178,0,0,0,1,3,4
34958,4178,0,0,0,1,3,4
5169,4312,1,1,1,1,3,7
5907,4312,1,1,1,1,3,7
4544,4355,1,1,1,1,0,4
5170,4355,1,1,1,1,0,4
5908,4355,1,1,1,1,0,4
6318,4355,1,1,1,0,3,6
9229,4355,1,1,1,1,0,4
5170,4544,1,1,1,1,3,7
5908,4544,1,1,1,1,3,7
9229,4544,1,1,1,1,3,7
9503,4544,0,0,0,1,3,4
11504,4544,0,0,0,1,3,4
16347,4544,0,0,0,1,3,4
17578,4544,0,0,0,1,3,4
19134,4544,0,0,0,1,3,4
23379,4544,0,0,0,1,3,4
23489,4544,0,0,0,1,3,4
24402,4544,0,0,0,1,3,4
24752,4544,0,0,0,1,3,4
25413,4544,0,0,0,1,3,4
26366,4544,0,0,0,1,3,4
28588,4544,0,0,0,1,3,4
33506,4544,0,0,0,1,3,4
12047,4890,0,0,0,1,3,4
16874,4890,1,0,0,1,3,5
16875,4890,1,0,0,1,3,5
17043,4890,1,0,0,1,3,5
25582,4890,0,0,0,1,3,4
25959,4890,0,0,0,1,3,4
27266,4890,0,0,0,1,3,4
27558,4890,1,0,0,1,3,5
31105,4890,0,0,0,1,3,4
35586,4890,0,0,0,1,3,4
5588,4949,1,1,1,1,0,4
6120,4949,1,1,1,1,0,4
10044,4949,1,1,1,1,0,4
7810,4950,1,1,1,1,3,7
7432,5025,1,1,1,1,3,7
7433,5026,1,1,1,1,3,7
9476,5026,1,1,1,1,3,7
5907,5169,1,1,1,1,3,7
5908,5170,1,1,1,1,3,7
9229,5170,1,1,1,1,3,7
9503,5170,0,0,0,1,3,4
11504,5170,0,0,0,1,3,4
16347,5170,0,0,0,1,3,4
17578,5170,0,0,0,1,3,4
19134,5170,0,0,0,1,3,4
23379,5170,0,0,0,1,3,4
23489,5170,0,0,0,1,3,4
24402,5170,0,0,0,1,3,4
24752,5170,0,0,0,1,3,4
25413,5170,0,0,0,1,3,4
26366,5170,0,0,0,1,3,4
28588,5170,0,0,0,1,3,4
33506,5170,0,0,0,1,3,4
16493,5313,0,0,0,1,3,4
19136,5313,0,0,0,1,3,4
23659,5313,0,0,0,1,3,4
30144,5313,0,0,0,1,3,4
35474,5313,0,0,0,1,3,4
7025,5544,1,1,1,1,3,7
25637,5544,1,0,0,1,3,5
30322,5544,1,0,0,1,3,5
6120,5588,1,1,1,1,0,4
10044,5588,1,1,1,1,0,4
5718,5603,1,1,1,1,3,7
26946,5694,0,0,0,1,3,4
32298,5787,0,0,0,1,3,4
9229,5908,1,1,1,1,3,7
9503,5908,0,0,0,1,3,4
11504,5908,0,0,0,1,3,4
16347,5908,0,0,0,1,3,4
17578,5908,0,0,0,1,3,4
19134,5908,0,0,0,1,3,4
23379,5908,0,0,0,1,3,4
23489,5908,0,0,0,1,3,4
24402,5908,0,0,0,1,3,4
24752,5908,0,0,0,1,3,4
25413,5908,0,0,0,1,3,4
26366,5908,0,0,0,1,3,4
28588,5908,0,0,0,1,3,4
33506,5908,0,0,0,1,3,4
10044,6120,1,1,1,1,0,4
25637,7025,1,0,0,1,3,5
30322,7025,1,0,0,1,3,5
7719,7147,1,1,1,1,0,4
8539,7147,1,1,1,1,0,4
9476,7433,1,1,1,1,3,7
8360,7475,0,1,1,0,3,5
8982,7475,0,0,1,0,3,4
9075,7475,0,1,1,0,3,5
9600,7475,0,1,1,0,3,5
10107,7475,0,1,1,0,3,5
10225,7475,0,1,1,0,3,5
11972,7475,0,1,1,0,3,5
11973,7475,0,1,1,0,3,5
12040,7475,1,1,1,1,3,7
12939,7475,0,1,1,0,3,5
14652,7475,1,1,1,1,3,7
15475,7475,1,1,1,1,3,7
16753,7475,0,1,1,1,3,6
18069,7475,1,1,1,1,3,7
18612,7475,1,1,1,1,3,7
18670,7475,1,1,1,1,3,7
18678,7475,1,1,1,1,0,4
21088,7475,0,1,0,0,3,4
22273,7475,0,1,1,0,3,5
22939,7475,0,1,1,1,3,6
23381,7475,1,1,1,1,3,7
23556,7475,0,0,1,1,3,5
24361,7475,1,1,1,1,3,7
24871,7475,1,1,1,1,3,7
24875,7475,0,1,1,1,3,6
25009,7475,0,0,1,1,3,5
25084,7475,0,1,1,1,3,6
25298,7475,0,0,1,0,3,4
25412,7475,1,1,1,1,3,7
25686,7475,0,0,1,0,3,4
26331,7475,0,1,1,1,3,6
26459,7475,1,1,1,1,3,7
26620,7475,0,1,1,1,3,6
26805,7475,1,1,1,1,3,7
26906,7475,0,1,1,1,3,6
27027,7475,1,1,1,1,3,7
27409,7475,1,1,1,1,3,7
27593,7475,1,1,1,1,3,7
27665,7475,0,1,1,1,3,6
27707,7475,0,1,1,1,3,6
27716,7475,1,1,1,1,3,7
27814,7475,0,1,1,1,3,6
28261,7475,1,1,1,1,3,7
28941,7475,0,1,1,0,3,5
29123,7475,1,1,1,1,3,7
29366,7475,0,1,1,0,3,5
29501,7475,1,1,1,1,3,7
30213,7475,0,1,1,1,3,6
30890,7475,0,1,1,1,3,6
31584,7475,0,1,1,1,3,6
31638,7475,0,1,1,0,3,5
35053,7475,0,1,1,1,3,6
8175,7529,1,1,1,1,3,7
8221,7529,1,1,1,1,0,4
10584,7529,1,1,1,1,0,4
12072,7529,1,1,1,1,0,4
16333,7529,1,1,1,1,0,4
16399,7529,1,1,1,1,0,4
22901,7529,1,1,1,1,0,4
22952,7529,1,1,1,1,0,4
7887,7536,1,1,1,1,3,7
8180,7536,1,1,1,1,3,7
9246,7536,0,1,1,1,3,6
10197,7536,0,1,1,0,3,5
10802,7536,0,1,1,0,3,5
10958,7536,1,1,1,1,3,7
12474,7536,0,1,1,0,3,5
13177,7536,0,1,1,0,3,5
16095,7536,0,1,1,0,3,5
