SR_NUM_1,SR_NUM_2,SITE_NAME_COMPARISON_SCORE,STATE_COMPARISON_SCORE,CITY_COMPARISON_SCORE,POSTAL_CODE_COMPARISON_SCORE,CONCAT_ADDRESS_COMPARISON_SCORE,NUM_OF_MATCHES_FOUND,COUNTRY
8812,8810,1,1,1,1,3,7,Italy
8813,8810,1,1,1,1,3,7,Italy
8814,8810,1,1,1,1,3,7,Italy
8816,8815,1,1,1,1,3,7,Italy
8818,8817,1,1,1,1,3,7,Italy
8822,8820,1,1,1,1,3,7,Italy
8823,8820,1,1,1,1,3,7,Italy
8824,8820,1,1,1,1,3,7,Italy
8825,8820,1,1,1,1,3,7,Italy
8826,8820,1,1,1,1,3,7,Italy
8827,8820,1,1,1,1,3,7,Italy
8821,8820,1,1,1,1,0,4,Italy
8829,8828,1,1,1,1,3,7,Italy
